
---------- Begin Simulation Statistics ----------
sim_seconds                                  0.501843                       # Number of seconds simulated
system.mem_ctrls.wrQLenPdf::57                     82                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::58                     75                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::59                     59                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::60                     30                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::61                     58                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::62                     56                       # What write queue length does an incoming req see
system.mem_ctrls.wrQLenPdf::63                    127                       # What write queue length does an incoming req see
system.mem_ctrls.bytesPerActivate::samples       592860                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::mean    208.435044                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::gmean   131.063037                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::stdev   247.485233                       # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::0-127       296565     50.02%     50.02% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::128-255       145934     24.62%     74.64% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::256-383        51162      8.63%     83.27% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::384-511        27634      4.66%     87.93% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::512-639        18538      3.13%     91.06% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::640-767        12229      2.06%     93.12% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::768-895         8162      1.38%     94.50% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::896-1023         6135      1.03%     95.53% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::1024-1151        26501      4.47%    100.00% # Bytes accessed per row activation
system.mem_ctrls.bytesPerActivate::total       592860                       # Bytes accessed per row activation
system.mem_ctrls.rdPerTurnAround::samples        47314                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::mean      24.314833                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::stdev     79.513083                       # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::0-1023        47313    100.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::16384-17407            1      0.00%    100.00% # Reads before turning the bus around for writes
system.mem_ctrls.rdPerTurnAround::total         47314                       # Reads before turning the bus around for writes
system.mem_ctrls.wrPerTurnAround::samples        47313                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::mean      16.794538                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::gmean     16.625180                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::stdev      3.870269                       # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::16-19         46315     97.89%     97.89% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::20-23           518      1.09%     98.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::24-27            40      0.08%     99.07% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::28-31            46      0.10%     99.17% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::32-35           150      0.32%     99.48% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::36-39            38      0.08%     99.56% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::40-43            29      0.06%     99.63% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::44-47            13      0.03%     99.65% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::48-51            24      0.05%     99.70% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::52-55             9      0.02%     99.72% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::56-59            12      0.03%     99.75% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::60-63            15      0.03%     99.78% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::64-67            60      0.13%     99.91% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::68-71             2      0.00%     99.91% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::72-75             5      0.01%     99.92% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::76-79             4      0.01%     99.93% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::80-83             3      0.01%     99.94% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::84-87             2      0.00%     99.94% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::88-91             4      0.01%     99.95% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::92-95             2      0.00%     99.95% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::96-99             3      0.01%     99.96% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::100-103            1      0.00%     99.96% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::104-107            1      0.00%     99.96% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::108-111            5      0.01%     99.97% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::112-115            1      0.00%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::124-127            1      0.00%     99.98% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::128-131            4      0.01%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::132-135            2      0.00%     99.99% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::140-143            2      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::144-147            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::188-191            1      0.00%    100.00% # Writes before turning the bus around for reads
system.mem_ctrls.wrPerTurnAround::total         47313                       # Writes before turning the bus around for reads
system.mem_ctrls.totQLat                  23248779750                       # Total ticks spent queuing
system.mem_ctrls.totMemAccLat             44552361000                       # Total ticks spent from burst creation until serviced by the DRAM
system.mem_ctrls.totBusLat                 5680955000                       # Total ticks spent in databus transfers
system.mem_ctrls.avgQLat                     20462.03                       # Average queueing delay per DRAM burst
system.mem_ctrls.avgBusLat                    5000.00                       # Average bus latency per DRAM burst
system.mem_ctrls.avgMemAccLat                39212.03                       # Average memory access latency per DRAM burst
system.mem_ctrls.avgRdBW                       144.90                       # Average DRAM read bandwidth in MiByte/s
system.mem_ctrls.avgWrBW                       101.34                       # Average achieved write bandwidth in MiByte/s
system.mem_ctrls.avgRdBWSys                    145.47                       # Average system read bandwidth in MiByte/s
system.mem_ctrls.avgWrBWSys                    101.34                       # Average system write bandwidth in MiByte/s
system.mem_ctrls.peakBW                      12800.00                       # Theoretical peak bandwidth in MiByte/s
system.mem_ctrls.busUtil                         1.92                       # Data bus utilization in percentage
system.mem_ctrls.busUtilRead                     1.13                       # Data bus utilization in percentage for reads
system.mem_ctrls.busUtilWrite                    0.79                       # Data bus utilization in percentage for writes
system.mem_ctrls.avgRdQLen                       1.25                       # Average read queue length when enqueuing
system.mem_ctrls.avgWrQLen                      25.08                       # Average write queue length when enqueuing
system.mem_ctrls.readRowHits                   843476                       # Number of row buffer hits during reads
system.mem_ctrls.writeRowHits                  494459                       # Number of row buffer hits during writes
